Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,predicted_label
Children can die from measles.,0.0,0.0,1.0,81.0,English,Facebook,Ruth Carter,"Gulf Shores, AL",2022,12,14,21,47,Wednesday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzE1MTM5NTUzMzYyOTg1MzE=,Platform_ID,Factual
"A stroll through any 19th century graveyard tells the story. But it’s not just vaccines: hardcore anti-vaxxers are against antibiotics as well. TB was a death sentence for children, as was juvenile diabetes. I don’t know where extremists standing Insulin but they may well be against that, too.",0.0,0.0,1.0,81.0,English,Facebook,Susan Turner Pohlmann,Khartoum,2024,12,3,19,44,Tuesday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzY3NTc4MDc0MjI3MTAxMw==,Platform_ID,Misinformation
"@SaiKate108 Every clinical trial contains a control group who get a placebo.

Why should this one have been any different?

Given low mortality risk in &lt;50 + the fact vax did not 🛑 transmission, (so very few now have 0 antibodies), how could anyone know what was in their vial?

🇷🇺 roulette",0.0,1.0,10.0,1543.0,English,Twitter,WildColonialGal,MA,2023,6,10,14,29,Saturday,SYN_180b488066e5dc0d,Synthetic_ID,Factual
@aproko_doctor Good news from Africa! Malaria now has a vaccine.,1.0,0.0,0.0,1800.0,English,Twitter,Melebroz1,"Manchester, England",2024,11,28,20,7,Thursday,SYN_6287b2fc5eceeaf4,Synthetic_ID,Factual
The vaccines were discovered by scientists. The materials were here on earth however it took people to put the parts together to make vaccines.,0.0,0.0,1.0,81.0,English,Facebook,Deirdre Lamb,"Abuja, Nigeria",2024,10,20,20,24,Sunday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzE3ODU2NDM4ODg3MzQ2MjU=,Platform_ID,Uncertain
@HerbalistChief Bill Gates is now very notorious for questionable vaccines,0.0,0.0,3.0,52.0,English,Twitter,chinyani_simba,"Toronto, Ontario",2024,12,2,18,19,Monday,SYN_63fa7f57a5f01b2f,Synthetic_ID,Uncertain
Mentalily preparing myself for our six weeks vaccine so help me God,0.0,0.0,1.0,81.0,English,Facebook,Vicky Ehi Chukwuma,United States,2025,11,4,18,35,Tuesday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfODQxNTM2MTAxNzkwMjc4,Platform_ID,Uncertain
"Pause & recertify all childhood immunizations. Just saying, our current schedule appears to be related to idiocy.🔴",0.0,0.0,1.0,81.0,Igbo,Facebook,Rom Potter,"Abuja, Nigeria",2023,7,29,22,54,Saturday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfODQ0MDY3ODkxMzg4NzUy,Platform_ID,Factual
Southerners shouldn't rejoice yet. Recall pictures of people in the north proudly showing their covid-19 palliatives in the face of hungry southerners last year. That's what will happen again. The south will be hearing of northerners receiving the vaccine when southerners haven't even smelled it.,0.0,0.0,1.0,81.0,English,Facebook,Ed King,"Toro, Nigeria  🇳🇬",2024,11,28,9,41,Thursday,Y29tbWVudDo0MDU3MzQyMDkwOTcwNTg5XzQwNTc2MjgwMzQyNzUzMjg=,Platform_ID,Uncertain
I did get measles but that was in the 50’s before measles vaccine. I was vaccinated against the others and so were my children,0.0,0.0,1.0,81.0,English,Facebook,Michele Mckenzie,"Abuja, Nigeria",2023,5,11,12,13,Thursday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzE5OTMxNDkxNzQ4MDc1MTc=,Platform_ID,Factual
Yes those children don't survive the vaccine's so they never need it,0.0,0.0,1.0,81.0,English,Facebook,Joey Howell,Seattle,2024,8,27,21,28,Tuesday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzIwNzc4NTIwMDkyODg2MzE=,Platform_ID,Factual
@NigeriaStories And how are they doing that??? By saying yes sir yes sir? What capacity do they have to question the science behind these vaccines and medicines. Hmm,0.0,0.0,0.0,58.0,English,Twitter,menycustoms,Nigeria ,2025,8,12,3,7,Tuesday,SYN_f7663efbbf6bcb17,Synthetic_ID,Uncertain
Is better I go back to my village than to take this vaccine.,0.0,0.0,1.0,81.0,English,Facebook,Eze Nwa Kanu,"Serengeti, Kenya",2021,4,2,21,15,Friday,Y29tbWVudDo0MDU3MzQyMDkwOTcwNTg5XzQwNTczNTMzMDQzMDI4MDE=,Platform_ID,Uncertain
"I think it's normal to.feel that way, it will pass, my granddaughter son had to be immunized three all at once her son was crying and she was crying too, on the third injection she pushed the nurse hand away the nurse understood eventually he got the injection now she laughs about it.",0.0,0.0,1.0,81.0,Igbo,Facebook,Elizabeth Daniels,"Abuja, Nigeria",2021,4,1,16,1,Thursday,Y29tbWVudDo5MjM4MzMwMzk5MTkzMTJfMTEzMjg2NDk1MTcwODcyOQ==,Platform_ID,Factual
@stopvaccinating You are so wrong !,0.0,0.0,0.0,2.0,English,Twitter,ballantyneart,"YXE,SK",2025,11,3,16,9,Monday,SYN_6bee90e90b3f06c7,Synthetic_ID,Uncertain
"I received all the vaccination in Mexico when I was a kid . I never had the mentioned diseases. My parents also received the available vaccines at the time and lived almost 100 years. 

And my brain is not controlled by a crazy billionaire",0.0,0.0,1.0,81.0,English,Facebook,Miguel Rodríguez,"Plateau-Mont-Royal, Montréal",2021,9,12,2,3,Sunday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzY5MzQyOTAyNzA3OTIzNQ==,Platform_ID,Factual
@aproko_doctor I hope there's not so much more to this Greek gift than just a vaccine... they seem more desperate to help us with vaccines than help create a working social-political and economic system in the region...some of us see beyond just a vaccine somehow but it's well.,0.0,2.0,8.0,860.0,English,Twitter,xpiritk,"Portharcourt City, Nigeria. ",2024,11,28,11,1,Thursday,SYN_bca0d22ec0b6c088,Synthetic_ID,Factual
"I remember getting the polio vaccine at our high school, around 1960.  3 sugar cubes, one per visit. No side-effects whatsoever.",0.0,0.0,1.0,81.0,English,Facebook,Gordon Dakin,Nigeria,2021,3,3,18,6,Wednesday,Y29tbWVudDoxMjI5MzU4NzcyNTQ5ODg4XzI1MTUxMDQxODQ3OTE3OTA1,Platform_ID,Uncertain
@SecKennedy Mercury was already out of just about every vaccine years ago. Next you'll take credit for the sky being blue too..,2.0,3.0,349.0,6338.0,English,Twitter,ajoenamedjoe,Minnesota,2025,11,4,1,56,Tuesday,SYN_27012c227eb9a8f2,Synthetic_ID,Uncertain
Really? Is this going to be the next plandemic?,0.0,0.0,1.0,81.0,English,Facebook,Karen Gillespie,Nigeria,2025,2,21,22,4,Friday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1Xzg1MTAwNDk1NDEzMTUyMQ==,Platform_ID,Misinformation
@YarKafanchan There are 100s of strands of HPV and the vaccine covers 9.  NINE.  As I hygienist I can tell you for certain the vaccine isnt covering all strands that cause oral cancer.    And how many autoimmune diseases are young girls contracting bc of the V?   Huge increase in Lupus.,1.0,0.0,0.0,29.0,English,Twitter,annied8888,"Delaware, USA",2023,10,14,17,6,Saturday,SYN_b1702a22a5810644,Synthetic_ID,Factual
"@pshegs As a matter of principle, I, my wife and son don't take any mass UNICEF, Bill Gates, COVID, coronavirus, etc vaccines.",1.0,1.0,5.0,275.0,English,Twitter,bassiology,Nigeria,2024,9,4,6,37,Wednesday,SYN_12219e22c6724153,Synthetic_ID,Factual
"@IanCopeland5 Let’s hope it goes a little better than the Dengvaxia debacle. 

👍🏻",0.0,0.0,0.0,12.0,English,Twitter,Tel_Boy_Trotta,15 minute smart city ,2024,12,5,23,48,Thursday,SYN_29542d52d99e004b,Synthetic_ID,Uncertain
@pshegs Eat right to assist your God-given natural immune system function optimally. This is superior to any vaccine by WHO and GAVI. God already installed a system in the human body to fight off any disease. Redefine food and nutrition and stop eating junk that compromises your health. https://t.co/t1dF74LMNW,0.0,0.0,0.0,85.0,English,Twitter,BazzSantiago,"Zion, In Christ",2024,11,28,8,43,Thursday,SYN_2a29675e62969ead,Synthetic_ID,Factual
"Congratulations Nigeria for introducing the lifesaving #HPV vaccine to protect millions of girls against #cervicalcancer!

This is a major step forward in the fight against the second most common cancer among women in Nigeria: https://t.co/QZ74z1lMVM @Fmohnigeria @NphcdaNG",16.0,138.0,232.0,39912.0,English,Twitter,gavi,"Enugu, Nigeria",2023,10,24,13,32,Tuesday,"=""1716794750689255456""",Platform_ID,Factual
"Please mothers, after the BCG Immunization, when next will our Immunization be? Pls teach me how to Calculate the next one. Thanks",0.0,0.0,1.0,81.0,Igbo,Facebook,Mercy Bukky,Lagos Nigeria,2025,11,8,17,33,Saturday,Y29tbWVudDo0MTI2MDQ4NjY3NjY3OTA2XzEyOTY4MzUyNjQ5MjMyNDM=,Platform_ID,Factual
@MichaelPSenger Might be the first Covid hot war. Lids been waiting to blow off there for a long time.,0.0,0.0,2.0,0.0,English,Twitter,JamesMillerHi,This seat of Mars,2021,9,12,2,45,Sunday,SYN_2b2dffb49abe6744,Synthetic_ID,Uncertain
@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo This type of celebration will have made sense if Nigeria had invented the vaccine and you are celebrating first shipment to other countries of the world. #nationalpride and economic growth should be the purpose of your celebration.,0.0,0.0,2.0,0.0,English,Twitter,ITVisor,Lost in the algorithm,2021,3,2,17,58,Tuesday,SYN_fbc1a096d82d0e36,Synthetic_ID,Factual
"@_LUZID I have six grandchildren, all unvaccinated and perfectly healthy. :)",0.0,0.0,1.0,25.0,English,Twitter,squicky232,"Austin, TX",2025,11,6,14,5,Thursday,SYN_4c581004982f3be8,Synthetic_ID,Factual
@instablog9ja That thing fit kpai person even before malaria see road. Hmm na wa for Bill Gates.,0.0,0.0,1.0,226.0,English,Twitter,RolandNGabriel,"Don't wait, get the book now! ",2024,10,18,11,4,Friday,SYN_21735f63897406fd,Synthetic_ID,Uncertain
"@NafdacAgency @mayorbau Don’t these people know how bad and deadly fake drugs are? Why do they keep on doing this? The Nigerian medical association should team up on this fight, perpetrators shouldn’t be drowned for others to learn",1.0,0.0,0.0,248.0,English,Twitter,librannette,Infront of You,2025,2,21,19,40,Friday,SYN_b6a748254da5fd4c,Synthetic_ID,Factual
"The BCG vaccine my neighbor's daughter took didn't show or swell on her arm unlike her first baby, what's the cause Midwife  chiamaka",0.0,0.0,1.0,81.0,English,Facebook,Abigail Kome Blessing,Lagos Nigeria,2021,4,2,12,7,Friday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfODQ0MzEzNDU0NzY3OTYx,Platform_ID,Uncertain
Polio vaccine??? hindi nga kami nag ka polio simula bata pa kami. Ngayun pa mag pa vaccine kung kelan tumanda. Lang hiya.,0.0,0.0,1.0,81.0,Tagalog,Facebook,Lionell Arandil,Nigeria,2021,3,1,16,14,Monday,Y29tbWVudDo4MTgzMzc5MzA4MDA2NjlfMTEzODkzNzEwMTcyNDUzMA==,Platform_ID,Uncertain
"@pshegs Why the so much desperation in Bill Gates to market his vaccines &amp; GMO agricultural products in Nigeria? 

India, Brazil &amp; China are more populated than Nigeria. Why the so much emphasis on Nigeria?",0.0,0.0,1.0,50.0,English,Twitter,harry_abidde,"Abuja, Nigeria",2024,9,4,11,41,Wednesday,SYN_b4d2a2cd0bc8f725,Synthetic_ID,Misinformation
"Yeah right, vaccine my arse.",0.0,0.0,1.0,81.0,English,Facebook,Paul Berry,Kolkata,2024,12,2,12,53,Monday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfMjUyNTI4NTg0NDUzMTAyNg==,Platform_ID,Uncertain
"Pause & recertify all childhood immunizations. Just saying, our current schedule appears to be related to idiocy.🔴",0.0,0.0,1.0,81.0,Igbo,Facebook,Rom Potter,🇳🇬🇬🇭 ☄️,2025,11,6,4,44,Thursday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfODQ0MDY3ODkxMzg4NzUy,Platform_ID,Factual
@HerbalistChief Bill Gates needs to be arrested now! For causing crime against humanity,0.0,0.0,2.0,532.0,English,Twitter,MrRamos8997,NY,2024,12,1,10,38,Sunday,SYN_3507c9eaca687be0,Synthetic_ID,Uncertain
"Yep ,,,,Take A MMR Vaccine,,,,You Are Protected From Getting Measles,,,,You Also Cannot Spread Measles 
Take The 7th Covid Jab ,,,, You Still Can Catch And Get Sick From The SARS COV2 Virus ,,,,You Also Can Still Spread The Virus ,,,,, But Continue To Pretend Just How Good It Is",0.0,0.0,1.0,81.0,Igbo,Facebook,Mike Locker,Africa,2021,3,8,23,15,Monday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzE0NDc4NjM0NTk2NjIyNjU=,Platform_ID,Factual
Now do anyone think that this vaccine holds any weight? Many doctors and pharmas will go bankrupt if it's true. Don't trust any vaccines.,0.0,0.0,1.0,81.0,English,Facebook,Jeanette Fouche Dreyer,"Abuja, Nigeria",2025,11,10,2,32,Monday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfMTA4OTMxMDUwMzM4NzQ3Mg==,Platform_ID,Factual
"@DrTedros What is in the vax? Can you post ingredients?
Is Ivermectin or hydroxycloroquin part of ""vax""?",0.0,0.0,0.0,25.0,English,Twitter,Jd1Basil,"Dieppe, New Brunswick",2023,7,7,15,48,Friday,SYN_eddec1d45bc70aca,Synthetic_ID,Uncertain
Is the vaccine still going on,0.0,0.0,1.0,81.0,English,Facebook,Favour Okwoli,Nigeria,2024,11,29,17,29,Friday,Y29tbWVudDoxMjYwODA3NzYyNzU0MzA2XzY2MTMwNzczMDE1NjE1Nw==,Platform_ID,Uncertain
@IanCopeland5 Who is anti-malaria vaccine?  Made up controversy….,0.0,0.0,0.0,15.0,English,Twitter,RealTexan36789,"McKinney, TX",2024,12,4,1,20,Wednesday,SYN_158d450f02fe1986,Synthetic_ID,Uncertain
Ncoooh our baby girl.. 🥰🥰IMMUNIZATION IS GOOD FOR HER,0.0,0.0,1.0,81.0,Igbo,Facebook,Livhuwani Senoko,"Lagos, Nigeria",2024,12,2,13,0,Monday,Y29tbWVudDo5MjM4MzMwMzk5MTkzMTJfNTk3OTc5OTM2NzI1MDY5,Platform_ID,Uncertain
"Polio is a highly contagious disease that was eradicated through vaccination and herd immunity. 
The challenge now is to build herd immunity against disinformation and conspiracy theories.
Let's take a moment to be grateful that social media didn't exist when we were kids and that our parents didn't have vaccine anxiety❤️

1954, the Salk polio vaccine trials began.
Grateful parents lined up nearly 2 million kids. For the clinical trial. There was none of this 'if you can't prove no one can ever be harmed it needs more testing' nonsense.

If you're against vaccines and think they're unneeded because you don't know anyone with polio, IT'S BECAUSE OF THE VACCINE.

https://scontent.fabv2-2.fna.fbcdn.net/v/t39.30808-6/494757397_1417369359451521_8003352587690272308_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_eui2=AeEK3EF4R8WveTsArZtn4rHH0ibC27lVKlrSJsLbuVUqWkBo4P6UB_JhkOASIJuztsPqPI4XQg8I3huhZajXGcjJ&_nc_ohc=IrVfN3wHOMYQ7kNvwEjaZD9&_nc_oc=AdnesNE4DMKuSfoiP107wzbmkZ3CRUYDqIn5pLZIaGONuMSAWItmd_n2m8kKyPoUlj4&_nc_zt=23&_nc_ht=scontent.fabv2-2.fna&_nc_gid=yz1Y2-Yk3o1HgbY611MPnA&oh=00_AfgKNp2E7L7Eik6LLnn4VSjB6XAabLhhalMBStbc8edeZA&oe=69165E4E",0.0,0.0,1.0,81.0,Yoruba,Facebook,Majken Elskerlivet,🇪🇺🇬🇧🇪🇸,2021,3,2,15,42,Tuesday,Y29tbWVudDoxMTE5ODU1NDY2ODQwNTA5XzU2ODkwNTI0MjkwMTk2MA==,Platform_ID,Factual
@NphcdaNG @NGRPresident @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo Una don go hoard 100 thousand vaccines. Na 4m we know. Which one be 3.9m,0.0,0.0,0.0,0.0,English,Twitter,QueenRonnie5,"Lagos, Nigeria",2021,3,2,17,59,Tuesday,SYN_78ac39b809077e49,Synthetic_ID,Factual
"Let us keep breaking barriers and supporting our girls to embrace their beauty and power!

We did not stop there, we went a little extra to talk about HPV vaccination as a cost-effective way to prevent cervical cancer.
#MenstrualHygieneDay #PeriodFriendlyNigeria #EmpoweringGirls https://t.co/6NAouJDf07",0.0,1.0,4.0,83.0,English,Twitter,VaccineNet_NG,"Texas, USA",2024,5,28,10,50,Tuesday,"=""1795392136826785865""",Platform_ID,Factual
"@NphcdaNG @NGRPresident @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo History?
Your social media handler is a clueless fool",0.0,0.0,0.0,0.0,English,Twitter,Tosawealth,"Ibadan, Nigeria",2021,3,2,18,8,Tuesday,SYN_3c5ba6edc3793dda,Synthetic_ID,Factual
@DOlusegun Report the news accurately. Nigeria is the first country to use the vaccine but it was not produced in Nigeria. BATist and lies be like rice and beans,0.0,0.0,4.0,114.0,English,Twitter,alexgeneral,"Delta, Nigeria",2024,4,13,15,39,Saturday,SYN_0434a82190fd5aa0,Synthetic_ID,Uncertain
@NigeriaGov ....on vaccine and they increase the price of everything so that they can realize the money back from the masses.,0.0,0.0,0.0,0.0,English,Twitter,macpraythaddeus, Republic of World,2021,4,2,12,9,Friday,SYN_dca01f9fc2c693c3,Synthetic_ID,Uncertain
DDT and vaccine injury you liars.,0.0,0.0,1.0,81.0,English,Facebook,Oneless G Indahood,"Forest Grove, OR",2025,2,21,21,52,Friday,Y29tbWVudDoxMjMzODIxMTYyMTAzNjQ5XzI2MjIwNjE1NDQ4MjY4NzU=,Platform_ID,Uncertain
@NigeriaStories And how are they doing that??? By saying yes sir yes sir? What capacity do they have to question the science behind these vaccines and medicines. Hmm,0.0,0.0,0.0,58.0,English,Twitter,menycustoms,Nigeria ,2025,8,12,3,7,Tuesday,SYN_4060845a385fe9d6,Synthetic_ID,Uncertain
"Dr. Faisal Shuaib could barely hide his excitement and happiness as he welcomed guests. 

Nigeria is grateful to the COVAX Facility for making this a reality for all Nigerians.",2.0,14.0,31.0,0.0,English,Twitter,NphcdaNG,"Abuja, Nigeria",2021,3,2,14,18,Tuesday,SYN_8559779b4c5612fe,Synthetic_ID,Uncertain
My child is 6 weeks and hard not taking the BCG  vaccine yet,0.0,0.0,1.0,81.0,English,Facebook,Alijatu Seidu,"Lagos, Nigeria",2024,4,13,9,54,Saturday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTI4MTc4MzA3NzAzNzg4MA==,Platform_ID,Uncertain
"@IanCopeland5 @phillipsoninst Fantastic news 👏 

Do I care if antivaxxers are upset? 

Not even a little. 

#VaccinesWork",0.0,0.0,4.0,163.0,English,Twitter,irishelt,Ireland,2024,12,4,15,21,Wednesday,SYN_75ae9fc5c35fed96,Synthetic_ID,Factual
"If you choose not to get a  vaccine / not have your child vaccinated and your  child or yourself gets ill , you or child should not be treated… don’t go to Dr / ER/ hospital etc.  and if something happens to your child you should be criminally charged with child abuse / neglect! Period!!",0.0,0.0,1.0,81.0,English,Facebook,Jane Hudak,"Toronto, Ontario",2025,10,6,23,50,Monday,Y29tbWVudDoxMTU5MjY2MzEzMDQ0Njc5XzE0NTcxOTMwNTg4MjM0NTQ=,Platform_ID,Factual
"Only person I know that got polio was caused by the vaccine and it was touch and go if he survived or not, luckily he did, so it just makes you wonder how many people this happened to.",0.0,0.0,1.0,81.0,English,Facebook,Nicholas Frost,"Bonny, Nigeria",2025,11,4,16,1,Tuesday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfMTMxMzIyNzAwMDI4Mzc4OQ==,Platform_ID,Uncertain
@Incognito_qfs Big pharma agents masquerading as dog lover activists. Pharma companies make billions of rupees of profit by selling rabies vaccines.,0.0,4.0,12.0,1142.0,English,Twitter,Tvvitterlndia,"221B, Baker Street, London",2025,6,30,9,22,Monday,SYN_ac175fcdd378129e,Synthetic_ID,Uncertain
The insanity is just starting and it is horrifying. I was a polio pioneer in 1954 - I am immunized. I remember seeing children my age in iron lungs. Ignorance has no place in our society!,0.0,0.0,1.0,81.0,Igbo,Facebook,Michele Kramer Lasker,Imeofia ,2025,7,19,19,57,Saturday,Y29tbWVudDoxMTIxMTgzMDk2MDMxNjA2Xzk1ODIzMzA4Mjg5NzQwMw==,Platform_ID,Factual
"@LisettePollet merci ! 
En tant qu'infirmiere,en 45 ans de carriere hospitaliere + Ehpad j'ai dû me vacciner 3 fois de la grippe ,je ne l'ai contractee qu'1 fois ,il y a 6 ans ,parce qu'il y a eu 1 cluster ds l'Ehpad alors que tous vaccinés ...c'esr du pipeau les vaccins sur les coronavirus !",0.0,0.0,4.0,59.0,French,Twitter,CONSTAN83177596,"Lagos, Nigeria",2025,11,10,6,16,Monday,SYN_ce15490ae1828799,Synthetic_ID,Factual
@VigilantFox The booster killed my Dad,0.0,0.0,0.0,371.0,English,Twitter,moonglow63092,From California/ Live in WA,2023,4,11,11,45,Tuesday,SYN_f679701f33385792,Synthetic_ID,Uncertain
Haven't had wild polio in the states since 1979 I think,0.0,0.0,1.0,81.0,English,Facebook,Kodi York Anway,"Queens, NYC",2025,11,4,17,47,Tuesday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzE2NTk2OTY0MTQ2OTQ0MDE=,Platform_ID,Uncertain
"This is VVIP immunization baby TT 🥰
Assuming is all this health center nurses the way they insert the injection on those babies usually annoys me.
They no dey pity them at all",0.0,0.0,1.0,81.0,Igbo,Facebook,Olawunmi Adeola,𝗽𝗮𝗿𝗮𝗱𝗶𝘀𝗲,2025,11,5,11,39,Wednesday,Y29tbWVudDo5MjM5MDczODY1Nzg1NDRfNTEwNzM4MTE4NzA3NDk1,Platform_ID,Factual
"I have had measles and the mumps, chickenpox. But I am 61 years old. 
I was vaccinated for small pox.. 3 times. And I was vaccinated for polio. I had the measles several times.",0.0,0.0,1.0,81.0,English,Facebook,Brenda Law,"Ilorin, Nigeria",2024,10,18,10,43,Friday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzEzNDIyNDIwMDc0Mjg2ODk=,Platform_ID,Factual
I am Republican but never did like Kennedy. Children need these shots. I don’t think we need COVID but the rest yes! Get rid of Kennedy!,0.0,0.0,1.0,81.0,English,Facebook,Norma Casey,"Place du Chatelet, Paris",2024,3,30,10,33,Saturday,Y29tbWVudDoxMTU5MjY2MzEzMDQ0Njc5Xzc1MjY1NzM3MDczMDE1OA==,Platform_ID,Factual
"@WHONigeria @WHO @WHOAFRO @WMulombo @NCDCgov @Fmohnigeria @NphcdaNG @CWarigon This vaccine is going into the bodies of individuals who reside on the largest continent on this planet. If they, all who are vaccinated, were to experience fatal side effects that will free up the continent for other Nations to repopulate. ""Population control.""",0.0,0.0,0.0,0.0,English,Twitter,HopsonGus,"Abuja, Nigeria",2021,3,2,20,10,Tuesday,SYN_e65924d32b35dfb5,Synthetic_ID,Factual
Why was Sabin Feldman working on polio and all the sudden they have a test for toxoplasmosis??,0.0,0.0,1.0,81.0,English,Facebook,Jeff Markus,where i belong,2024,10,18,21,50,Friday,Y29tbWVudDoxMjIxNTY0NDc1NzA2MzM3NTZfNzA5ODQxOTgyMTQzNDg3,Platform_ID,Uncertain
"@SecKennedy What about the Aluminum in the vaccines?

This neurotoxin is strongly implicated in Autism and Alzheimer's Dementia. https://t.co/AOUgJ5sA8g",14.0,23.0,162.0,8130.0,English,Twitter,WpsychiatryInc,"Santa Monica, CA",2025,11,4,0,50,Tuesday,SYN_6a31d861463e3d60,Synthetic_ID,Uncertain
@pshegs We don't need vaccines,0.0,0.0,0.0,100.0,English,Twitter,EmmanuelNjama,South South,2024,9,3,21,39,Tuesday,SYN_c5c1eb82f732a25a,Synthetic_ID,Misinformation
Please ma my baby received the BCG but that pus didn't come out and no mark on his hand. Please is it normal?,0.0,0.0,1.0,81.0,English,Facebook,Godstime Esther Blizz,Lagos Nigeria ,2025,11,4,4,51,Tuesday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTgxNzUxNDk2NTU1NTcyOA==,Platform_ID,Uncertain
But why was the rubella vaccine not available or will I say it got finished when you pelope are determined to curb some outbreak you should make the vaccine available in excess to get to children,0.0,0.0,1.0,81.0,English,Facebook,Favour Olorundare,"Albi, France",2021,3,1,16,45,Monday,Y29tbWVudDoxMjY0MDQ4ODcyNDI1OTYwXzE5NjM0MjY4OTc1Mzc5ODE=,Platform_ID,Factual
@stopvaccinating Only a moron would take your advice....,0.0,0.0,1.0,28.0,English,Twitter,moveebuff1953,Planet Earth,2025,11,3,4,10,Monday,SYN_bddcdf495f88baf8,Synthetic_ID,Uncertain
"@muhammadpate @officialABAT @WHO @gavi @MastercardFdn @FCDOGovUK @vestergaard @AfricaCDC @UNICEF_Nigeria @WorldBank @USAIDGH @GlobalFund Thank you 🙏 @Minister Pate

If anyone can help Nigeria turn the corner, it is you and with the support you receive from the presidency, subnational level, development partners &amp; CSO network, success is assured.

Please, consider making a biweekly readout like this.",0.0,0.0,1.0,115.0,English,Twitter,slynotstallone,Ubiquitous ,2024,12,1,13,26,Sunday,SYN_53278bd2f5b8cb52,Synthetic_ID,Factual
I don't believe vaccines worked for Covid a lot of people died from side effects of the shots. Yes they did work for Polio + smallpox I'm very happy I passed on the Covid shots with no illness from not getting them,0.0,0.0,1.0,81.0,English,Facebook,Jim Johnson,in your phone,2021,9,12,15,25,Sunday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzc2Nzc5NjYyMjgzNDUyNg==,Platform_ID,Factual
"I have HPV for 2 years and some months now. With Natural Roots and Herbs 🌿 Dr Aigbomian was able to cured me thanks DR Aigbomian And I ordered those herbs from he, Believe me it got me cured and I am very happy that I am free from the disease. contact on  page: 👇👇
https://www.facebook.com/Dr_Aigbomian_herbalist_107802092425927",0.0,0.0,1.0,81.0,Yoruba,Facebook,Roar Hegg Larsen,Nigeria,2024,6,10,15,17,Monday,Y29tbWVudDozOTk3Mzg3ODU5MDgxMDhfMzc0MDk4NTM0NjE4NTE3Mw==,Platform_ID,Uncertain
What are the symptoms of hepatitis b,0.0,0.0,1.0,81.0,English,Facebook,Anirinlaje Olasupo Olanrewaju, Nigeria,2025,11,7,1,36,Friday,Y29tbWVudDo1NzQ4Nzk1NTE4NDkxODk2XzczNTU0MTUyMDg5MzA4Nw==,Platform_ID,Uncertain
@drsanjaygupta Please be fair when discussing NVAX results you know as a Dr. that the results posted are way better than PFE MRNA and JNJ combined.,0.0,0.0,0.0,0.0,English,Twitter,Ehab78525199,"New York, USA",2021,2,3,3,7,Wednesday,SYN_f6fdbfff1fcf8c6d,Synthetic_ID,Uncertain
@aproko_doctor So there was hepatitis B immunization 40yrs ago? https://t.co/s96WUhJ4vb,1.0,0.0,5.0,224.0,English,Twitter,belovedjew,A Global Citizen,2025,11,6,21,48,Thursday,SYN_806dc669a4680986,Synthetic_ID,Factual
"@aproko_doctor Simple advice to parents,  make sure you read through the ingredient used for producing the vaccines, and I would always advice you wait. The revelations from Covid vaccines is baffling despite the ""experts"" saying it was 100% safe.",0.0,0.0,1.0,45.0,English,Twitter,shedaif01,Benin,2024,11,29,14,47,Friday,SYN_6a9ac6374c7405d8,Synthetic_ID,Factual
@VigilantFox So more doctors are coming forward and saying the things that medical freedom groups and parents of vaccine injured children have been saying for decades? Glad they are finally seeing the truth.,0.0,1.0,4.0,173.0,English,Twitter,OhioAMF,"Ohio, USA",2024,5,29,23,26,Wednesday,SYN_219764321450682d,Synthetic_ID,Factual
